window_id,scenario_run_id,reset_id,actor_id,window_type,window_start_relative_sec,window_end_relative_sec,feature_action_switch_count,feature_actor_action_rarity_bucket,feature_actor_admin_context_flag,feature_alert_modify_count,feature_audit_config_change_seen_count,feature_broad_to_narrow_count,feature_capability_allowed_change_count,feature_capability_denied_count,feature_change_to_requery_min_gap_bucket,feature_config_change_count,feature_dashboard_modify_count,feature_detection_disable_count,feature_detection_throttle_or_narrow_count,feature_disk_change_gap_count,feature_distinct_object_type_count,feature_distinct_surface_count,feature_downstream_contradiction_count,feature_downstream_mismatch_after_visibility_change_flag,feature_downstream_omission_count,feature_enabled_to_disabled_count,feature_event_count,feature_evidence_target_overlap_count,feature_evidence_then_report_omission_flag,feature_evidence_to_macro_filter_sequence_flag,feature_evidence_to_risk_tuning_sequence_flag,feature_global_visibility_object_write_count,feature_high_criticality_object_touch_count,feature_high_criticality_object_write_count,feature_high_risk_combo_count,feature_intermediate_finding_review_count,feature_large_change_count,feature_lookup_filter_change_count,feature_macro_filter_change_count,feature_modify_then_requery_flag,feature_notable_hidden_after_creation_count,feature_notable_not_created_count,feature_object_type_actor_rarity_bucket,feature_permission_denied_count,feature_permission_probe_before_change_flag,feature_probe_denied_then_report_flag,feature_protected_evidence_agreement_count,feature_protected_evidence_seen_count,feature_read_modify_report_sequence_flag,feature_report_write_count,feature_requery_after_change_count,feature_risk_context_review_count,feature_risk_score_tuning_count,feature_saved_search_modify_count,feature_search_count,feature_search_modify_report_sequence_flag,feature_search_then_modify_flag,feature_search_to_change_min_gap_bucket,feature_state_changed_after_evidence_access_flag,feature_suppression_after_creation_count,feature_suppression_or_throttle_present,feature_suppression_vs_throttle_disambiguated_flag,feature_throttle_before_creation_count,feature_visibility_decrease_count,feature_visibility_object_read_count,feature_visibility_object_write_count,label_binary,label_family,label_source,label_confidence,outcome,split_id,source_batch_id
window_900_000342,run_0ffe06beee9f9d47,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000343,run_0ffe80eacaca38f6,reset_000,actor_001,actor_15m,0,900,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000344,run_102958d2b76b77c9,reset_000,actor_003,actor_15m,0,900,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000345,run_103dcee4ea113b35,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000346,run_10426c24fb649c6e,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000347,run_104e3918779981b7,reset_000,actor_003,actor_15m,0,900,1,2,1,0,1,1,1,0,0,1,0,0,1,0,2,2,0,0,0,0,3,2,0,0,0,1,2,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000348,run_10848a30f66e0e46,reset_000,actor_002,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000349,run_109f46e07adea660,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000350,run_10a947b982511870,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000351,run_10ad71b2ae4d3444,reset_000,actor_002,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000352,run_10b08508f7527855,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000353,run_10b6bc68c73ff38b,reset_000,actor_001,actor_15m,0,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000354,run_10d4eaf44907450d,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000355,run_10ddb905da708739,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000356,run_10e307c588a18044,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,routing_or_transform_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000357,run_10f23010179c4bce,reset_000,actor_003,actor_15m,0,900,3,2,1,1,0,1,1,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,alert_suppression,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000358,run_10ff0d44b543c82a,reset_000,actor_003,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,2,3,0,0,0,0,4,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,permission_probe,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000359,run_1101a61ccac7434e,reset_000,actor_003,actor_15m,0,900,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000360,run_110a6c07b2cb0269,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000361,run_110ecdeaa670d0c3,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000362,run_1113671e448187e0,reset_000,actor_001,actor_15m,0,900,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000363,run_1120e3f69a93d24d,reset_000,actor_001,actor_15m,0,900,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_visibility_change,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000364,run_1127ffaf481d87c3,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000365,run_115493acce9fdc05,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000366,run_1154ef4c551f4a7f,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_visibility_change,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000367,run_116205bf47f24eb6,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_visibility_change,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000368,run_118120531d724e7c,reset_000,actor_003,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000369,run_11826dfd4efcf893,reset_000,actor_003,actor_15m,0,900,3,2,1,0,0,1,1,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,routing_or_transform_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000370,run_118d9e160085768e,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000371,run_11a06dbc57bb6a1c,reset_000,actor_001,actor_15m,0,900,2,2,1,0,1,1,1,0,0,1,0,0,1,0,2,2,0,0,0,0,3,1,0,0,0,1,3,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000372,run_11a266728f3452c2,reset_000,actor_003,actor_15m,0,900,3,2,1,1,0,1,1,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,evidence_laundering,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000373,run_11a4ebe99a0a0286,reset_000,actor_001,actor_15m,0,900,2,2,0,0,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,3,3,0,1,0,1,3,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,lookup_or_report_overwrite,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000374,run_11aa76efd96e773f,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000375,run_11b2c46c25570d8a,reset_000,actor_001,actor_15m,0,900,2,2,0,0,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,3,3,0,1,0,1,3,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000376,run_11b3bacf5c3a9d0a,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000377,run_11c3aa3d95235362,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,routing_or_transform_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000378,run_11d0e02eba5924c4,reset_000,actor_002,actor_15m,0,900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious_recon,manual_review,1.0,needs_review,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000379,run_11da023d7d445d9e,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000380,run_11f516254c862661,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,permission_probe,scenario_answer_key,1.0,blocked,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000381,run_11f71de3daaf90a4,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000382,run_1203b6b88df00711,reset_000,actor_003,actor_15m,0,900,3,2,1,1,0,1,1,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,evidence_laundering,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000383,run_120608747b7d6e40,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000384,run_121ba9e5129c03e6,reset_000,actor_003,actor_15m,0,900,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000385,run_122b407d4c673130,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,lookup_or_report_overwrite,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000386,run_124485043fc1cd3c,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000387,run_125747f7d3118606,reset_000,actor_003,actor_15m,0,900,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,alert_suppression,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000388,run_12600f515864a4d1,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000389,run_126dbeb108e23c21,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000390,run_126f7630ccf3eaa7,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,1,0,1,0,3,3,0,0,0,0,4,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,evidence_laundering,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000391,run_1274f90b6b1149d0,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,4,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,alert_suppression,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000392,run_128b5073ab31f0d1,reset_000,actor_001,actor_15m,0,900,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000393,run_12964957ee657838,reset_000,actor_001,actor_15m,0,900,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000394,run_129bbf5761e83945,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000395,run_12acf1ab671cef6a,reset_000,actor_003,actor_15m,0,900,2,2,1,1,1,1,1,0,1,1,0,0,1,0,3,3,0,0,0,0,4,3,0,0,0,1,3,1,1,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000396,run_12b341fcc18dd1b5,reset_000,actor_003,actor_15m,0,900,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000397,run_12b5cb8744e4e2d8,reset_000,actor_001,actor_15m,0,900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_investigation,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000398,run_12b8a698e8a9e8e4,reset_000,actor_001,actor_15m,0,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,benign_admin,paired_benign_control,1.0,benign,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000399,run_12c29ded8dc922d5,reset_000,actor_001,actor_15m,0,900,2,2,0,0,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,3,3,0,1,0,1,3,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,lookup_or_report_overwrite,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000400,run_12d5a45b7bad7d3b,reset_000,actor_003,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,permission_probe,manual_review,1.0,attempted,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000401,run_12fe7da1f0d1b753,reset_000,actor_001,actor_15m,0,900,3,2,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,1,1,0,4,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,input_or_token_tamper,scenario_answer_key,1.0,successful_synthetic,unassigned,all_scenarios_5k_live_20260526T201126Z
window_900_000402,run_1316be3514010a34,reset_000,actor_001,actor_15m,0,900,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,failed_tamper_attempt,scenario_answer_key,1.0,failed,unassigned,all_scenarios_5k_live_20260526T201126Z
